message_id,message_text,label,message_type,channel,language,locale,scam_keywords,confidence_score,scam_subtype,link_present,urgency_level
19215,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
19216,Income Tax Refund of Rs. 50000 approved. Claim: http://verify-secure-account.com?id=8452,scam,Government,SMS,English,IN,"urgent,verify,account",0.84,Government,1,Critical
19217,Gift card mila hai 5000 ka. Jaldi le: http://secure-banking.co.in?token=17881,scam,Prize,Email,Hinglish,IN,"prize,claim",0.96,Prize,1,High
19218,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
19219,Bill due: Rs. 10000. Pay immediately to avoid disconnection: http://bit.ly/urgent-verify?token=63580,scam,Payment,Email,English,IN,"urgent,verify,account",0.8,Payment,1,Critical
19220,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
19221,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
19222,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19223,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.06,None,0,None
19224,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19225,OTP for login is 905999. Do not share.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
19226,Instant Loan approved. Disbursal in 5 mins. Click: http://paytm-unlock.com?token=32097,scam,Loan,SMS,English,IN,"prize,claim",0.85,Loan,1,High
19227,Payment fail ho gaya Rs. 2000 ka. Dubara try kar: http://verify-secure-account.com?id=8589,scam,Payment,SMS,Hinglish,IN,"urgent,verify,account",0.95,Payment,1,High
19228,ICICI: Debit card band. Chalo chalu karo: http://verify-secure-account.com?id=5578,scam,Banking,Email,Hinglish,IN,"urgent,verify,account",0.87,Banking,1,Medium
19229,Update required: Download the latest security patch: http://instagram-verify-secure.com?id=3131,scam,Malware,SMS,English,IN,"urgent,verify,account",0.89,Malware,1,Medium
19230,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
19231,लेनदेन की पुष्टि के लिए अपना ओटीपी उत्तर में भेजें।,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.8,Data_Request,0,Medium
19232,Insta pe koi login kar raha hai. Password badal: http://secure-banking.co.in?token=50341,scam,Social_Media,SMS,Hinglish,IN,"prize,claim",0.81,Social_Media,1,Medium
19233,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
19234,इंस्टाग्राम: असामान्य लॉगिन प्रयास। अपना खाता सुरक्षित करें: http://bank-secure-verify.com?id=3543,scam,Social_Media,SMS,Hindi,IN,"urgent,verify,account",0.95,Social_Media,1,Critical
19235,Loan approve ho gaya. Rs. 5 Lakh tak. Le le: http://payment-update.com?id=8436,scam,Loan,Email,Hinglish,IN,"prize,claim",0.77,Loan,1,Medium
19236,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
19237,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19238,अंतिम चेतावनी: अपने बिलों का भुगतान करें अन्यथा कानूनी कार्रवाई का सामना करें।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.87,Urgent_Threat,0,Medium
19239,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
19240,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19241,Login OTP 764259 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19242,Tera bank account XXXX2833 block ho gaya. KYC update kar: http://account-confirm.net?id=6009,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.95,Banking,1,High
19243,Exclusive Offer: You got a gift card worth Rs. 5000. Redeem: http://verify-secure-account.com?id=7349,scam,Prize,SMS,English,IN,"urgent,verify,account",0.92,Prize,1,Medium
19244,"Transaction of Rs. 1000 detected. If not you, click http://bank-secure-verify.com?token=19464",scam,Banking,Email,English,IN,"urgent,verify,account",0.85,Banking,1,High
19245,System Cleaner: Your phone is slow. Install booster: http://hdfc-secure.in?token=24715,scam,Malware,Email,English,IN,"prize,claim",0.78,Malware,1,High
19246,आपकी पहुंच प्रतिबंधित कर दी गई है। बहाल करें: http://payment-update.com?id=1920,scam,Phishing,SMS,Hindi,IN,"prize,claim",0.97,Phishing,1,Medium
19247,Unusual login detect hua hai. Abhi check karo: http://verify-secure-account.com?id=7770,scam,Phishing,Email,Hinglish,IN,"urgent,verify,account",0.84,Phishing,1,Critical
19248,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
19249,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.06,None,0,None
19250,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
19251,Login OTP 883090 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19252,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
19253,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
19254,"Transaction of Rs. 1000 detected. If not you, click http://aadhaar-verify-secure.gov.in?token=55652",scam,Banking,SMS,English,IN,"urgent,verify,account",0.94,Banking,1,Medium
19255,Login OTP 224201 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
19256,Amazon Prime: Payment failed. Update payment method: http://hdfc-secure.in?token=60187,scam,Subscription,Email,English,IN,"prize,claim",0.88,Subscription,1,High
19257,Police case ho jayega agar bill nahi bhara.,scam,Urgent_Threat,Email,Hinglish,IN,"prize,claim",0.81,Urgent_Threat,0,High
19258,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
19259,Unusual login detected. Verify your identity at http://hdfc-secure.in?id=6896,scam,Phishing,SMS,English,IN,"prize,claim",0.77,Phishing,1,Medium
19260,तत्काल ऋण स्वीकृत। 5 मिनट में वितरण। क्लिक करें: http://facebook-verify.com?token=48565,scam,Loan,Email,Hindi,IN,"urgent,verify,account",0.96,Loan,1,High
19261,Your Netflix subscription is expiring. Renew now to avoid interruption: http://verify-secure-account.com?token=46440,scam,Subscription,SMS,English,IN,"urgent,verify,account",0.88,Subscription,1,Medium
19262,सिस्टम क्लीनर: आपका फोन धीमा है। बूस्टर स्थापित करें: http://bank-secure-verify.com?id=1871,scam,Malware,SMS,Hindi,IN,"urgent,verify,account",0.79,Malware,1,High
19263,पैन कार्ड लिंक नहीं है। आधार से तुरंत लिंक करें: http://paytm-unlock.com?id=2329,scam,Government,Email,Hindi,IN,"prize,claim",0.8,Government,1,High
19264,रु. 5000 कैशबैक प्राप्त करने के लिए अपना यूपीआई आईडी भेजें।,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.97,Data_Request,0,Critical
19265,जारी रखने के लिए अपनी जन्म तिथि सत्यापित करें: DD/MM/YYYY,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.86,Data_Request,0,Critical
19266,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
19267,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
19268,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
19269,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
19270,Insta pe koi login kar raha hai. Password badal: http://account-recovery.com?token=56770,scam,Social_Media,Email,Hinglish,IN,"urgent,verify,account",0.94,Social_Media,1,Medium
19271,"रु. 5,00,000 का पूर्व-स्वीकृत व्यक्तिगत ऋण। आवेदन करें: http://hdfc-secure.in?id=9961",scam,Loan,SMS,Hindi,IN,"prize,claim",0.89,Loan,1,High
19272,Your Aadhaar card is suspended. Verify now: http://secure-banking.co.in?id=7445,scam,Government,Email,English,IN,"prize,claim",0.89,Government,1,Medium
19273,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
19274,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
19275,Thane aaja verification ke liye.,scam,Urgent_Threat,SMS,Hinglish,IN,"prize,claim",0.79,Urgent_Threat,0,Critical
19276,Account band ho jayega aaj raat tak. KYC update karo link se: http://account-confirm.net?id=6799,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.97,Banking,1,Critical
19277,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
19278,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
19279,Login OTP 716407 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
19280,पुलिस सत्यापन लंबित। तुरंत थाने में रिपोर्ट करें।,scam,Urgent_Threat,Email,Hindi,IN,"prize,claim",0.86,Urgent_Threat,0,High
19281,"No CIBIL check loan. Get Rs. 25,000 now: http://amazon-prime-renew.com?token=23707",scam,Loan,SMS,English,IN,"prize,claim",0.82,Loan,1,Medium
19282,Paytm wallet kholne ke liye OTP 623632 bata.,scam,OTP_Request,SMS,Hinglish,IN,"prize,claim",0.8,OTP_Request,0,High
19283,लेनदेन की पुष्टि के लिए अपना ओटीपी उत्तर में भेजें।,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.9,Data_Request,0,High
19284,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
19285,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19286,Facebook: Your page will be unpublished. Verify identity: http://secure-banking.co.in?token=88658,scam,Social_Media,Email,English,IN,"prize,claim",0.76,Social_Media,1,Medium
19287,Send your UPI ID to receive Rs. 10000 cashback.,scam,Data_Request,SMS,English,IN,"prize,claim",0.82,Data_Request,0,Critical
19288,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,SMS,Hinglish,IN,"urgent,verify,account",0.78,Urgent_Threat,0,High
19289,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
19290,Airtel: 2GB data credited. Claim now: http://verify-secure-account.com?token=19870,scam,Telecom,Email,English,IN,"urgent,verify,account",0.79,Telecom,1,Critical
19291,Your statement for January is generated.,legitimate,Legitimate,Email,English,IN,,0.06,None,0,None
19292,बैंक सत्यापन: केवाईसी के लिए कॉल करने वाले को ओटीपी 796024 दें।,scam,OTP_Request,Email,Hindi,IN,"prize,claim",0.95,OTP_Request,0,Medium
19293,Virus detected on your device! Download security tool: http://hdfc-secure.in?token=11907,scam,Malware,SMS,English,IN,"prize,claim",0.79,Malware,1,Medium
19294,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19295,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
19296,Hotstar: Membership suspend ho gayi. Wapas chalu kar: http://aadhaar-verify-secure.gov.in?id=4707,scam,Subscription,Email,Hinglish,IN,"urgent,verify,account",0.77,Subscription,1,High
19297,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
19298,Hotstar: Your membership has been suspended. Reactivate: http://aadhaar-verify-secure.gov.in?id=3021,scam,Subscription,SMS,English,IN,"urgent,verify,account",0.79,Subscription,1,High
19299,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.06,None,0,None
19300,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
19301,Number band hone wala hai. Recharge kar: http://facebook-verify.com?token=13932,scam,Telecom,Email,Hinglish,IN,"urgent,verify,account",0.88,Telecom,1,High
19302,आपकी नेटफ्लिक्स सदस्यता समाप्त हो रही है। नवीनीकरण करें: http://google-play-update.com?token=67857,scam,Subscription,Email,Hindi,IN,"prize,claim",0.83,Subscription,1,Medium
19303,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19304,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.06,None,0,None
19305,Your account has been compromised. Click the link to verify: http://hdfc-secure.in?token=67411,scam,Phishing,SMS,English,IN,"urgent,verify,account",0.86,Phishing,1,High
19306,"Congratulations! You won Rs. 5,00,000 in the Lucky Draw! Claim: http://paytm-unlock.com?id=8522",scam,Prize,Email,English,IN,"prize,claim",0.83,Prize,1,Medium
19307,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
19308,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
19309,ICICI: Your debit card is blocked. Reactivate: http://account-recovery.com?id=7807Important: Your KYC is pending. Please update your PAN card details immediately to avoid account freeze. Click here: http://account-recovery.com?id=7807,scam,Banking,Email,English,IN,"urgent,verify,account",0.84,Banking,1,Critical
19310,Instant Loan approved. Disbursal in 5 mins. Click: http://account-recovery.com?token=28450,scam,Loan,Email,English,IN,"urgent,verify,account",0.96,Loan,1,High
19311,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
19312,आप iPhone 15 के भाग्यशाली विजेता हैं! अभी दावा करें: http://verify-secure-account.com?token=33898,scam,Prize,Email,Hindi,IN,"urgent,verify,account",0.9,Prize,1,High
19313,Instagram: Unusual login attempt. Secure your account: http://bank-secure-verify.com?id=6105,scam,Social_Media,Email,English,IN,"urgent,verify,account",0.93,Social_Media,1,High
19314,Payment fail ho gaya Rs. 1000 ka. Dubara try kar: http://aadhaar-verify-secure.gov.in?id=5362,scam,Payment,SMS,Hinglish,IN,"urgent,verify,account",0.8,Payment,1,Critical
19315,Virus aa gaya phone mein! Antivirus download kar: http://payment-update.com?id=5849,scam,Malware,SMS,Hinglish,IN,"prize,claim",0.92,Malware,1,Critical
19316,Jaldi kar! Security alert aaya hai. Link: http://secure-banking.co.in?token=54417,scam,Phishing,Email,Hinglish,IN,"prize,claim",0.83,Phishing,1,High
19317,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
19318,OTP for login is 749502. Do not share.,legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
19319,Your account has been compromised. Click the link to verify: http://account-confirm.net?token=19837,scam,Phishing,Email,English,IN,"urgent,verify,account",0.8,Phishing,1,High
19320,Security Alert: Please review recent activity at http://payment-update.com?id=7306,scam,Phishing,SMS,English,IN,"prize,claim",0.78,Phishing,1,High
19321,Reply with your OTP to confirm the transaction.,scam,Data_Request,Email,English,IN,"prize,claim",0.9,Data_Request,0,High
19322,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
19323,पुलिस सत्यापन लंबित। तुरंत थाने में रिपोर्ट करें।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.92,Urgent_Threat,0,Critical
19324,क्रेडिट कार्ड बिल बकाया है। जुर्माना से बचने के लिए भरें: http://secure-banking.co.in?id=3007,scam,Payment,Email,Hindi,IN,"prize,claim",0.95,Payment,1,High
19325,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
19326,Netflix khatam ho raha hai. Renew kar warna band: http://paytm-unlock.com?token=41739,scam,Subscription,SMS,Hinglish,IN,"prize,claim",0.94,Subscription,1,High
19327,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.06,None,0,None
19328,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
19329,Tax Refund aaya hai Rs. 500. Le le: http://aadhaar-verify-secure.gov.in?id=4697,scam,Government,SMS,Hinglish,IN,"urgent,verify,account",0.91,Government,1,High
19330,Paytm wallet kholne ke liye OTP 747949 bata.,scam,OTP_Request,SMS,Hinglish,IN,"prize,claim",0.95,OTP_Request,0,High
19331,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
19332,Phone slow hai? Cleaner daal: http://account-recovery.com?token=65034,scam,Malware,SMS,Hinglish,IN,"urgent,verify,account",0.81,Malware,1,High
19333,Last warning: Pay your bills or face legal action.,scam,Urgent_Threat,Email,English,IN,"prize,claim",0.8,Urgent_Threat,0,High
19334,Virus detected on your device! Download security tool: http://prize-claim.com?token=25478,scam,Malware,Email,English,IN,"prize,claim",0.78,Malware,1,High
19335,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
19336,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19337,लॉगिन के लिए ओटीपी 464328 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19338,"रु. 5,00,000 का पूर्व-स्वीकृत व्यक्तिगत ऋण। आवेदन करें: http://google-play-update.com?id=5473",scam,Loan,SMS,Hindi,IN,"prize,claim",0.9,Loan,1,Medium
19339,Instagram: Unusual login attempt. Secure your account: http://account-confirm.net?token=59107,scam,Social_Media,SMS,English,IN,"urgent,verify,account",0.88,Social_Media,1,Medium
19340,Virus detected on your device! Download security tool: http://google-play-update.com?id=5975,scam,Malware,SMS,English,IN,"prize,claim",0.96,Malware,1,High
19341,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
19342,"बधाई हो! आपने लकी ड्रॉ में रु. 25,000 जीते हैं! दावा करें: http://facebook-verify.com?id=4900",scam,Prize,Email,Hindi,IN,"urgent,verify,account",0.88,Prize,1,Medium
19343,Your package has been delivered. Track here: https://jio.com,legitimate,Legitimate,SMS,English,IN,,0.06,None,1,None
19344,Your Google account will be deleted in 24 hours.,scam,Urgent_Threat,Email,English,IN,"urgent,verify,account",0.91,Urgent_Threat,0,High
19345,Hotstar: Your membership has been suspended. Reactivate: http://instagram-verify-secure.com?token=36196,scam,Subscription,Email,English,IN,"urgent,verify,account",0.84,Subscription,1,High
19346,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
19347,Bijli ka bill bharo warna light kat jayegi: http://bit.ly/urgent-verify?token=61287,scam,Payment,Email,Hinglish,IN,"urgent,verify,account",0.85,Payment,1,High
19348,WhatsApp: Verification code request. Use link if not you: http://paytm-unlock.com?id=5833,scam,Social_Media,SMS,English,IN,"prize,claim",0.8,Social_Media,1,High
19349,OTP for login is 149632. Do not share.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
19350,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19351,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
19352,आपका गूगल खाता 24 घंटों में हटा दिया जाएगा।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.9,Urgent_Threat,0,High
19353,एयरटेल: 2GB डेटा क्रेडिट किया गया। अभी दावा करें: http://bank-secure-verify.com?token=67361,scam,Telecom,SMS,Hindi,IN,"urgent,verify,account",0.77,Telecom,1,High
19354,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
19355,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.01,None,0,None
19356,PAN Card unlink alert. Link with Aadhaar immediately: http://bank-secure-verify.com?token=75970,scam,Government,Email,English,IN,"urgent,verify,account",0.82,Government,1,High
19357,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19358,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,Email,Hinglish,IN,"urgent,verify,account",0.84,Urgent_Threat,0,High
19359,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
19360,Your package has been delivered. Track here: https://jio.com,legitimate,Legitimate,SMS,English,IN,,0.04,None,1,None
19361,अमेज़न प्राइम: भुगतान विफल। भुगतान विधि अपडेट करें: http://amazon-prime-renew.com?token=45523,scam,Subscription,Email,Hindi,IN,"prize,claim",0.81,Subscription,1,High
19362,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
19363,विशेष ऑफर: आपको 5000 रुपये का गिफ्ट कार्ड मिला है। भुनाएं: http://secure-banking.co.in?id=3818,scam,Prize,Email,Hindi,IN,"prize,claim",0.85,Prize,1,Critical
19364,क्रेडिट कार्ड बिल बकाया है। जुर्माना से बचने के लिए भरें: http://google-play-update.com?id=3367,scam,Payment,Email,Hindi,IN,"prize,claim",0.81,Payment,1,High
19365,OTP for login is 124965. Do not share.,legitimate,Legitimate,SMS,English,IN,,0.05,None,0,None
19366,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,SMS,Hindi,IN,,0.01,None,0,None
19367,SBI: वन टाइम पासवर्ड अनुरोध। सत्यापित करें: http://paytm-unlock.com?token=30003,scam,Banking,Email,Hindi,IN,"prize,claim",0.88,Banking,1,High
19368,Instagram: Unusual login attempt. Secure your account: http://aadhaar-verify-secure.gov.in?token=85533,scam,Social_Media,SMS,English,IN,"urgent,verify,account",0.78,Social_Media,1,High
19369,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,Email,Hinglish,IN,"urgent,verify,account",0.96,Urgent_Threat,0,High
19370,Login OTP 104697 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
19371,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19372,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
19373,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19374,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19375,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
19376,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
19377,लॉगिन के लिए ओटीपी 110468 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
19378,Reply with your OTP to confirm the transaction.,scam,Data_Request,Email,English,IN,"prize,claim",0.85,Data_Request,0,Critical
19379,"Pre-approved Personal Loan of Rs. 5,00,000. Interest @ 9%. Apply: http://bank-secure-verify.com?token=45409",scam,Loan,Email,English,IN,"urgent,verify,account",0.85,Loan,1,Critical
19380,Loan approve ho gaya. Rs. 5 Lakh tak. Le le: http://paytm-unlock.com?id=6545,scam,Loan,Email,Hinglish,IN,"prize,claim",0.81,Loan,1,Critical
19381,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
19382,सिस्टम क्लीनर: आपका फोन धीमा है। बूस्टर स्थापित करें: http://account-recovery.com?id=3543,scam,Malware,Email,Hindi,IN,"urgent,verify,account",0.94,Malware,1,Critical
19383,Login OTP 341838 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19384,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
19385,Payment of Rs. 5000 failed. Update card details: http://verify-secure-account.com?id=1589,scam,Payment,Email,English,IN,"urgent,verify,account",0.95,Payment,1,High
19386,Tax Refund aaya hai Rs. 5000. Le le: http://hdfc-secure.in?id=9712,scam,Government,Email,Hinglish,IN,"prize,claim",0.88,Government,1,High
19387,फेसबुक: आपका पेज हटा दिया जाएगा। पहचान सत्यापित करें: http://verify-secure-account.com?id=8744,scam,Social_Media,SMS,Hindi,IN,"urgent,verify,account",0.86,Social_Media,1,Critical
19388,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
19389,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
19390,हॉटस्टार: आपकी सदस्यता निलंबित कर दी गई है। पुनः सक्रिय करें: http://prize-claim.com?id=3910,scam,Subscription,SMS,Hindi,IN,"prize,claim",0.88,Subscription,1,High
19391,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.06,None,0,None
19392,PAN-Aadhaar link nahi hai. Jaldi kar: http://secure-banking.co.in?id=4842,scam,Government,Email,Hinglish,IN,"prize,claim",0.95,Government,1,Critical
19393,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
19394,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
19395,Electricity Bill: Last date today. Pay now: http://aadhaar-verify-secure.gov.in?token=99902,scam,Payment,Email,English,IN,"urgent,verify,account",0.81,Payment,1,Medium
19396,Last warning: Pay your bills or face legal action.,scam,Urgent_Threat,SMS,English,IN,"prize,claim",0.89,Urgent_Threat,0,High
19397,Insta pe koi login kar raha hai. Password badal: http://payment-update.com?id=8453,scam,Social_Media,SMS,Hinglish,IN,"prize,claim",0.89,Social_Media,1,High
19398,लॉगिन के लिए ओटीपी 688984 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
19399,रु. 5000 का भुगतान विफल। कार्ड विवरण अपडेट करें: http://secure-banking.co.in?id=2142,scam,Payment,SMS,Hindi,IN,"prize,claim",0.88,Payment,1,High
19400,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
19401,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
19402,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
19403,"Bhai, tera account band hone wala hai. Bachane ke liye click kar: http://verify-secure-account.com?token=99593",scam,Phishing,Email,Hinglish,IN,"urgent,verify,account",0.92,Phishing,1,High
19404,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
19405,Amazon Prime: Payment failed. Update payment method: http://aadhaar-verify-secure.gov.in?token=88370,scam,Subscription,Email,English,IN,"urgent,verify,account",0.93,Subscription,1,Critical
19406,Amazon Prime: Payment failed. Update payment method: http://verify-secure-account.com?token=23346,scam,Subscription,Email,English,IN,"urgent,verify,account",0.89,Subscription,1,High
19407,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
